drug1_Name,TCGA-FA-8693-01A,TCGA-FA-A4BB-01A,TCGA-FA-A4XK-01A,TCGA-FA-A6HN-01A,TCGA-FA-A6HO-01A,TCGA-FA-A7DS-01A,TCGA-FA-A7Q1-01A,TCGA-FA-A82F-01A,TCGA-FA-A86F-01A,TCGA-FF-8041-01A,TCGA-FF-8042-01A,TCGA-FF-8043-01A,TCGA-FF-8046-01A,TCGA-FF-8047-01A,TCGA-FF-8061-01A,TCGA-FF-8062-01A,TCGA-FF-A7CQ-01A,TCGA-FF-A7CR-01A,TCGA-FF-A7CW-01A,TCGA-FF-A7CX-01A,TCGA-FM-8000-01A,TCGA-G8-6324-01A,TCGA-G8-6325-01A,TCGA-G8-6326-01A,TCGA-G8-6906-01A,TCGA-G8-6907-01A,TCGA-G8-6909-01A,TCGA-G8-6914-01A,TCGA-GR-7351-01A,TCGA-GR-7353-01A,TCGA-GR-A4D4-01A,TCGA-GR-A4D5-01A,TCGA-GR-A4D6-01A,TCGA-GR-A4D9-01B,TCGA-GS-A9TQ-01A,TCGA-GS-A9TT-01A,TCGA-GS-A9TU-01A,TCGA-GS-A9TV-01A,TCGA-GS-A9TW-01A,TCGA-GS-A9TX-01A,TCGA-GS-A9TY-01A,TCGA-GS-A9TZ-01A,TCGA-GS-A9U3-01A,TCGA-GS-A9U4-01A,TCGA-RQ-A68N-01A,TCGA-RQ-A6JB-01A,TCGA-RQ-AAAT-01A,TCGA-VB-A8QN-01A
CP-724714,0.18054637312889102,0.1719065010547638,0.18119080364704127,0.17427246272563934,0.1969028115272522,0.1974940150976181,0.18760055303573608,0.18673385679721832,0.1952932178974152,0.1884668916463852,0.19102030992507932,0.2098156809806824,0.19110865890979767,0.19516651332378387,0.1915613114833832,0.16692279279232025,0.18920888006687164,0.19825200736522675,0.19436036050319672,0.20055635273456573,0.18718476593494413,0.19334375858306885,0.1938813030719757,0.21260279417037964,0.19407480955123899,0.17170722782611847,0.19346897304058075,0.19143225252628326,0.1779467910528183,0.16913707554340365,0.1741662621498108,0.17029725015163422,0.1805497705936432,0.19165709614753726,0.19862695038318634,0.2014097422361374,0.17568685114383698,0.19171617925167084,0.17360751330852509,0.1746141016483307,0.17684048414230347,0.18934625387191767,0.1902708262205124,0.19945530593395236,0.19036588072776794,0.1876896172761917,0.1849905401468277,0.17199485003948212
CUDC-101,0.1388525366783142,0.14037980139255524,0.14151424169540405,0.14002369344234467,0.14972500503063202,0.15458497405052185,0.14540362358093262,0.15333762764930725,0.14568668603897095,0.14802286028862,0.1464834362268448,0.14227056503295898,0.14887399971485138,0.15589606761932373,0.14996498823165896,0.1384516805410385,0.14769747853279114,0.14623695611953735,0.14898037910461426,0.1491636037826538,0.1536567509174347,0.14600080251693726,0.1450231969356537,0.1579950451850891,0.14741842448711395,0.15196755528450012,0.15700730681419373,0.14803142845630646,0.14136378467082975,0.13923057913780212,0.1393265426158905,0.13745516538619995,0.1491670459508896,0.14082475006580353,0.14652033150196075,0.14838385581970215,0.1369793564081192,0.15043331682682035,0.1377890408039093,0.1332121342420578,0.14617593586444855,0.1475316882133484,0.14669790863990784,0.15088477730751038,0.14388100802898407,0.1349308043718338,0.15780916810035706,0.13982895016670227
CYTARABINE HYDROCHLORIDE,0.0857531949877739,0.08352231979370117,0.08506894111633301,0.08604452759027481,0.09843464195728302,0.0934714302420616,0.09903276711702348,0.08866974711418152,0.08807075023651123,0.08336447924375534,0.08462825417518616,0.08531688898801804,0.08948276191949844,0.08990975469350815,0.09237838536500932,0.0879664495587349,0.08611760288476944,0.09877390414476396,0.0953807681798935,0.08480454981327057,0.09686514735221864,0.10256608575582504,0.08918600529432298,0.09702307730913162,0.09260793030261992,0.08603320270776749,0.09191757440567017,0.09417711198329927,0.08942427486181259,0.08523952215909958,0.08178545534610747,0.08204886317253113,0.09081215411424637,0.08969441801309586,0.0918879210948944,0.08073882758617401,0.08710111677646637,0.09412802010774612,0.07844852656126022,0.08176755160093307,0.08500713109970093,0.08502983301877975,0.09490429610013963,0.09439060837030412,0.0903131514787674,0.08778799325227737,0.09200692176818848,0.09007231891155244
Cabozantinib,0.10505034774541856,0.08866126835346222,0.09125342965126038,0.084955595433712,0.09774987399578093,0.12058217823505403,0.08662791550159454,0.10084759443998337,0.09373090416193007,0.09367694705724716,0.09310711920261383,0.09593051671981813,0.09737049043178557,0.09081120789051056,0.09653327614068984,0.08803529292345047,0.09368012845516203,0.11158162355422974,0.09416645020246506,0.08807079493999481,0.09457659721374513,0.10044362396001816,0.09709028899669647,0.12011808902025226,0.10012395679950714,0.08008630573749542,0.09421750903129578,0.09706619381904602,0.09402085840702057,0.07942426949739456,0.0834629088640213,0.08607246726751328,0.08950670063495636,0.09456752985715866,0.09021764993667604,0.09084274619817734,0.08533035963773727,0.09591473639011383,0.08662271499633789,0.07994270324707031,0.0893864631652832,0.0895133838057518,0.10221860557794572,0.1157715618610382,0.09860137850046158,0.0927424058318138,0.10154558718204497,0.095582477748394
Canertinib,0.11875830590724945,0.11403631418943405,0.11668801307678225,0.11093932390213013,0.12176939845085145,0.13169720768928528,0.1144716888666153,0.12749260663986206,0.11910393089056015,0.12011028826236725,0.11939363181591035,0.11809804290533064,0.12143520265817642,0.11108947545289992,0.12147034704685213,0.11636705696582796,0.11781880259513855,0.12716515362262726,0.12317203730344772,0.10939626395702362,0.12086481600999832,0.12362904101610185,0.12479273974895475,0.1328815519809723,0.12933754920959473,0.10257250070571901,0.12667012214660645,0.1224021092057228,0.12144673615694045,0.10248658061027527,0.10869365185499193,0.11530443280935287,0.11451037973165512,0.12056156247854233,0.11968675255775453,0.10379310697317123,0.10826438665390016,0.1266755312681198,0.11449068784713745,0.10176510363817216,0.1130678802728653,0.11724681407213212,0.12590767443180084,0.13587750494480133,0.12659327685832975,0.11632636934518815,0.1260136216878891,0.11513900756835938
Carboplatin Paclitaxel,0.090253584086895,0.09917992353439332,0.10021232813596724,0.09855539351701736,0.10037006437778473,0.09769341349601746,0.0997176244854927,0.09888402372598648,0.10221737623214723,0.09481282532215117,0.10178118199110033,0.10027016699314116,0.09774180501699448,0.10420911759138107,0.09662462025880814,0.09503933042287828,0.1028485670685768,0.10054069757461548,0.10281930863857268,0.1045052483677864,0.09074213355779648,0.09618687629699707,0.10089904069900513,0.09639064222574234,0.09851502627134323,0.09548862278461456,0.10581475496292114,0.09411676228046416,0.09368602186441423,0.09818419814109802,0.0926181897521019,0.09342794120311736,0.09971394389867784,0.10155797749757768,0.10248224437236786,0.09827124327421187,0.0968473181128502,0.10432332754135132,0.09817570447921753,0.09937773644924164,0.09782299399375917,0.1028013676404953,0.09526460617780684,0.09692957252264024,0.10248991847038268,0.09939873218536376,0.09692473709583282,0.09048312157392502
Carfilzomib,0.13058651983737946,0.14891134202480316,0.15364055335521698,0.14486362040042874,0.1494825929403305,0.1349191814661026,0.14395885169506073,0.13621266186237335,0.14733290672302246,0.14772658050060272,0.1415494680404663,0.1607929915189743,0.1422051191329956,0.13979606330394745,0.14510290324687958,0.13989074528217316,0.14376024901866913,0.14658865332603455,0.13794521987438202,0.1492830365896225,0.1515665203332901,0.15041743218898773,0.14846572279930115,0.14686577022075653,0.1391761600971222,0.13219963014125824,0.126490518450737,0.1522214561700821,0.14940907061100006,0.1488918662071228,0.1628967821598053,0.1526206135749817,0.13790754973888394,0.1525181531906128,0.14610812067985535,0.1547239124774933,0.16003692150115967,0.13758118450641632,0.14507833123207092,0.16431231796741486,0.14548704028129578,0.14341771602630615,0.14778007566928866,0.1517419070005417,0.13733692467212674,0.16168369352817535,0.13671977818012238,0.14047518372535706
Cediranib,0.12409991025924685,0.12196740508079527,0.12757007777690887,0.11910679936408995,0.12862928211688995,0.13294526934623718,0.1238442361354828,0.12926605343818665,0.1297362744808197,0.12998411059379578,0.12882459163665771,0.13583484292030334,0.12547242641448975,0.12470657378435135,0.12449057400226593,0.12064770609140395,0.12626071274280548,0.13426955044269562,0.12712852656841278,0.1287740170955658,0.12443335354328156,0.1295311003923416,0.1304173320531845,0.13438177108764648,0.13003763556480408,0.1186089813709259,0.1322375386953354,0.1264830231666565,0.12614659965038302,0.114598385989666,0.12193776667118073,0.12482281029224394,0.12309896945953368,0.12980599701404572,0.1282017081975937,0.1292266994714737,0.12216968089342115,0.1303265541791916,0.12387979030609132,0.11790014058351515,0.12491297721862793,0.1297924518585205,0.1287408322095871,0.13622213900089264,0.12689216434955594,0.1276509165763855,0.12839679419994354,0.1281275600194931
Crizotinib,0.11951197683811188,0.11644905805587767,0.12177526205778122,0.1146821677684784,0.12294312566518785,0.12611547112464905,0.12028715759515762,0.1219542995095253,0.12307582795619965,0.11970220506191255,0.1208905354142189,0.12548276782035828,0.11938116699457167,0.11420296877622604,0.1175244003534317,0.11454188823699953,0.12159709632396698,0.13018372654914856,0.12011178582906724,0.12454159557819365,0.11798787862062456,0.1252434253692627,0.1207294538617134,0.12361501902341845,0.1216590255498886,0.10929173231124878,0.11828544735908507,0.1212739273905754,0.12005427479743958,0.11068476736545564,0.11600222438573835,0.1172279492020607,0.11733438819646835,0.12558110058307648,0.1215701699256897,0.12822610139846802,0.1182357221841812,0.12395035475492475,0.11717506498098372,0.11652370542287828,0.11854933947324753,0.1212795153260231,0.12405378371477127,0.1299295723438263,0.12185489386320116,0.12380940467119216,0.12075040489435195,0.12063617259263992
Cyt387,0.10336744785308838,0.10145408660173416,0.10709811747074127,0.10006464272737504,0.11284289509058,0.1211189702153206,0.09973059594631196,0.11756228655576705,0.1071648895740509,0.12236839532852173,0.108073852956295,0.11538543552160264,0.1140882670879364,0.098321370780468,0.12032411247491835,0.10574117302894592,0.10792997479438783,0.11265142261981965,0.10748805850744247,0.10136929154396056,0.12900689244270325,0.11905719339847565,0.11002959311008452,0.13337799906730652,0.1189992055296898,0.09258995950222017,0.10196232795715332,0.12184973806142807,0.11603954434394835,0.0883864015340805,0.11445419490337372,0.10648290067911148,0.10881903767585754,0.11024124175310136,0.10262469947338104,0.09782105684280397,0.10399945080280304,0.1033368706703186,0.1070084497332573,0.09535859525203703,0.1108572855591774,0.10336430370807648,0.11808916181325912,0.12892118096351626,0.11404883861541748,0.11112429946660997,0.12590275704860687,0.09571264684200287
Dacomitinib,0.0738363265991211,0.06871026754379272,0.07198605686426163,0.06707997620105742,0.07672743499279022,0.08964825421571733,0.06897148489952087,0.07960487902164459,0.07314218580722809,0.07585079222917558,0.07169119268655777,0.07563881576061249,0.07585534453392029,0.07102218270301819,0.07635241746902466,0.07018379867076874,0.07495008409023285,0.08142215758562088,0.07473897188901901,0.07368829101324081,0.07906694710254669,0.07821639627218246,0.07321035861968994,0.08705665171146393,0.07796048372983932,0.0661480575799942,0.07130660861730576,0.07819278538227081,0.07367280125617981,0.063081756234169,0.07055703550577164,0.07023204118013382,0.0721161887049675,0.07479178160429001,0.07144899666309358,0.07624104619026184,0.06920848786830902,0.07384109497070312,0.07093549519777298,0.06806222349405289,0.07114381343126297,0.07280368357896805,0.08035416156053543,0.08697239309549333,0.07695351541042328,0.07287851721048355,0.0821402370929718,0.07029265910387039
Dalcetrapib,0.2160108983516693,0.2410975694656372,0.25495699048042303,0.22861655056476596,0.24743935465812686,0.2204265594482422,0.2309359461069107,0.2320065200328827,0.2533039152622223,0.2426387518644333,0.24297936260700226,0.2717273235321045,0.2351477444171905,0.2537669539451599,0.2251259684562683,0.2107205092906952,0.2515289783477783,0.23205968737602234,0.22306041419506076,0.2787292301654816,0.22388559579849246,0.23358850181102755,0.2381884306669235,0.22963111102581024,0.21658892929553986,0.2646811008453369,0.21813376247882846,0.2380768209695816,0.22068199515342712,0.2345128655433655,0.26626789569854736,0.2272714674472809,0.24101661145687106,0.2552816271781921,0.24710847437381744,0.3501737415790558,0.27190884947776794,0.22803746163845065,0.2354994416236877,0.2521136403083801,0.2650930881500244,0.24373522400856015,0.2297686189413071,0.2231678515672684,0.2259499728679657,0.2580309212207794,0.22262798249721527,0.2310469597578049
Danusertib,0.09640953689813614,0.10648616403341292,0.11118743568658827,0.10377933084964752,0.11474835872650145,0.1091567724943161,0.11019149422645567,0.112341471016407,0.11137634515762328,0.10965725779533386,0.10979871451854706,0.11051248759031296,0.11130174994468688,0.11440687626600266,0.1106884777545929,0.10252001136541368,0.10930702835321426,0.11148540675640106,0.11216439306735992,0.1096462681889534,0.10771553218364716,0.1160222738981247,0.11298472434282306,0.1106186956167221,0.11042223870754242,0.11007364094257356,0.11601538211107255,0.11018966883420944,0.10702184587717056,0.10296354442834854,0.10445662587881087,0.0993890017271042,0.11188743263483047,0.10974732786417007,0.11203666031360626,0.10771514475345613,0.10651294142007828,0.11396686732769012,0.10250987857580184,0.0988050252199173,0.11260514706373215,0.1099165976047516,0.10864291340112686,0.10998403280973433,0.10729921609163284,0.10838933289051056,0.11419182270765305,0.10262644290924072
Dapagliflozin,0.05567960813641548,0.05815862119197845,0.05936968699097634,0.058039057999849326,0.06238046661019325,0.05979131907224655,0.059435360133647926,0.05717289075255394,0.060714095830917365,0.05894024670124054,0.059202387928962714,0.0633077546954155,0.059386759996414185,0.060520011931657784,0.060168109834194176,0.05757259950041771,0.05897685885429382,0.06166013702750206,0.06134689599275589,0.05926704406738281,0.05916267260909081,0.062423903495073325,0.061150912195444114,0.0622689425945282,0.06040742993354796,0.055622123181819916,0.060195028781890876,0.06054094061255455,0.05932348221540451,0.05747077986598015,0.05553504079580307,0.05565216392278671,0.05825117975473404,0.060219034552574165,0.06123625114560127,0.05749720707535744,0.05876806378364562,0.06024227663874626,0.055531919002532966,0.058168366551399224,0.05741800367832184,0.059509780257940285,0.059517357498407364,0.06137017533183098,0.058663282543420785,0.06044430658221245,0.058583494275808334,0.05575040355324745
Daporinad,0.19637034833431244,0.2184915691614151,0.2241523414850235,0.2192815393209457,0.21866260468959808,0.19458334147930145,0.2348380386829376,0.19534267485141754,0.23993057012557986,0.21426437795162198,0.2323918789625168,0.2736560106277466,0.20283329486846924,0.2450387626886368,0.19329342246055606,0.201449453830719,0.2179437130689621,0.23512206971645355,0.2158660888671875,0.31018027663230896,0.1960335522890091,0.22226721048355105,0.21479405462741846,0.1989619582891464,0.1986588388681412,0.23647531867027285,0.2431936264038086,0.2024371325969696,0.20051348209381106,0.2338779717683792,0.21668387949466705,0.20502939820289606,0.21594859659671786,0.22865760326385495,0.22968442738056186,0.3163623809814453,0.2344629466533661,0.2263519316911697,0.21889367699623108,0.2786433696746826,0.22231164574623108,0.2517971396446228,0.1992151290178299,0.20400340855121613,0.20417630672454834,0.2270558476448059,0.1907379925251007,0.21199719607830048
Dasatinib,0.1923968493938446,0.2091832011938095,0.21316424012184146,0.20488077402114868,0.20927660167217252,0.2043331861495972,0.20688101649284366,0.21532882750034327,0.21822459995746613,0.2299739718437195,0.22304366528987885,0.2269214689731598,0.20980633795261386,0.2091180384159088,0.2056041806936264,0.20087626576423645,0.21082839369773865,0.21123899519443512,0.21163906157016754,0.2213052362203598,0.20812778174877167,0.2117016613483429,0.2194465547800064,0.2258809506893158,0.21498407423496246,0.2144077718257904,0.23079094290733335,0.205138236284256,0.20575490593910215,0.19789791107177732,0.205351322889328,0.19872483611106875,0.21443864703178409,0.21133455634117126,0.211446613073349,0.21256497502326965,0.20273518562316892,0.22129526734352112,0.21330656111240387,0.20600906014442444,0.2144942581653595,0.2260509580373764,0.2067590355873108,0.21834516525268555,0.2113478183746338,0.2075919657945633,0.2063957303762436,0.1941962838172913
Doramapimod,0.11639530956745148,0.11465543508529664,0.1182076409459114,0.1117617040872574,0.12153970450162888,0.12469452619552612,0.11533428728580475,0.12247172743082048,0.12074359506368634,0.12099798023700715,0.12002333998680115,0.12587903439998627,0.1189725622534752,0.11514303833246232,0.11879999190568925,0.11503464728593825,0.1168876513838768,0.12411245703697205,0.11872568726539612,0.11691920459270475,0.118033766746521,0.12231963127851485,0.12265745550394057,0.12884065508842468,0.1231151446700096,0.11013475060462953,0.12228433042764665,0.12085486948490146,0.1193077191710472,0.106241375207901,0.11571642756462094,0.11809658259153365,0.11531882733106613,0.11989512294530867,0.11969171464443208,0.1171882152557373,0.11358386278152464,0.12229455262422563,0.11585937440395355,0.1093202382326126,0.11583490669727325,0.11842519789934157,0.12180109322071075,0.12866215407848358,0.11929713189601898,0.11890175193548205,0.12098697572946547,0.11720338463783266
Dovitinib,0.2982907593250275,0.26788362860679626,0.2701270878314972,0.26066896319389343,0.30062663555145264,0.2974998354911804,0.2911990284919739,0.29673171043396,0.2862687110900879,0.27962663769721985,0.2755841016769409,0.3047445118427277,0.27864304184913635,0.2565304040908813,0.2761238813400269,0.2877318561077118,0.2622509002685547,0.3142811954021454,0.2768771052360535,0.2588547170162201,0.3011688590049744,0.3092634379863739,0.2936310768127441,0.3254452645778656,0.2954367995262146,0.24631129205226895,0.2913747429847717,0.2920139729976654,0.29555544257164,0.2424435019493103,0.2760991454124451,0.29829367995262146,0.26212212443351746,0.28521472215652466,0.2776973843574524,0.26082471013069153,0.26883503794670105,0.3082444965839386,0.25933411717414856,0.2421661913394928,0.26161691546440125,0.2719397842884064,0.3094956874847412,0.3334397673606873,0.2896364629268646,0.2822251617908478,0.2896243631839752,0.3267333507537842
Doxercalciferol,0.07959593832492827,0.08197275549173355,0.0836082398891449,0.08104797452688217,0.08499477803707123,0.08590805530548096,0.08138903975486755,0.0826721340417862,0.08409660309553146,0.08358069509267807,0.08346805721521378,0.08553318679332733,0.0840027779340744,0.08439693599939346,0.08589700609445572,0.08259236067533493,0.08297868818044662,0.0850614458322525,0.08572744578123093,0.08289030939340591,0.08559302985668182,0.08713413774967194,0.08659261465072632,0.09185343235731123,0.08757241815328598,0.0788516029715538,0.08568836003541946,0.08505550771951675,0.08591089397668839,0.07924399524927139,0.07678747922182083,0.07852896302938461,0.08318828791379929,0.08367490768432617,0.0850144773721695,0.07881014794111252,0.08015434443950653,0.08368034660816193,0.07997817546129228,0.08011247962713243,0.08299726247787476,0.08364273607730865,0.08603013306856155,0.08803093433380127,0.08425754308700563,0.08295032382011414,0.08559414744377136,0.07676476985216141
Doxorubicin Hydrochloride,0.0777498409152031,0.08319207280874252,0.08465604484081267,0.08139381557703018,0.08179706335067749,0.0773177370429039,0.08181081712245941,0.07444944232702255,0.08202297240495683,0.07800409942865373,0.08257946372032167,0.08618619292974472,0.07655689120292664,0.08158446848392488,0.08005508035421371,0.08335919678211212,0.07774778455495834,0.08315843343734741,0.08342421799898148,0.08396374434232713,0.07672753930091858,0.08529140055179596,0.08153871446847916,0.07410972565412521,0.08102241158485413,0.07614797353744507,0.08265101909637451,0.07691488415002823,0.08451160043478012,0.08402401953935623,0.07728569954633713,0.07908069342374803,0.08006217330694199,0.08190427720546722,0.08148423582315445,0.08123480528593062,0.0831790491938591,0.08057229965925218,0.07837757468223573,0.08656217902898787,0.08123864978551865,0.08173566311597824,0.07762080430984497,0.08002559095621109,0.07899899035692215,0.0832509770989418,0.08076909929513931,0.07993236184120177
Duvelisib,0.5047962069511414,0.4432218372821808,0.4831463396549225,0.4222700893878937,0.5572358965873718,0.6105812788009644,0.4548563361167908,0.6062952876091003,0.4929233491420746,0.6014372706413269,0.4986854195594788,0.5447811484336853,0.5767772793769836,0.4313271045684815,0.5893455743789673,0.4888365864753723,0.5251247286796571,0.5436651110649109,0.5097560286521912,0.3842179179191589,0.6244182586669922,0.5772026777267456,0.5645295977592468,0.6828413009643555,0.5835778117179871,0.452659010887146,0.4598357081413269,0.5998629927635193,0.5631729364395142,0.33738288283348083,0.5161015987396239,0.4815185070037842,0.5273227691650391,0.5326333045959473,0.4912987649440765,0.3847112059593201,0.4386719465255737,0.4955083131790161,0.5027875304222107,0.26116120815277105,0.5290574431419373,0.4442956745624542,0.6002137660980225,0.6403658986091614,0.5725071430206299,0.5146329998970032,0.6066087484359741,0.4165816605091095
Ekb-568,0.17977122962474826,0.14828908443450928,0.15783873200416565,0.14834123849868774,0.19171380996704104,0.21260175108909607,0.16949509084224698,0.19081221520900726,0.167704239487648,0.16781899333000186,0.1624603569507599,0.16988034546375275,0.18807452917099,0.15826432406902313,0.188277930021286,0.15521855652332306,0.1724136769771576,0.19682735204696652,0.18019072711467746,0.14470358192920685,0.1916808784008026,0.1883116215467453,0.18087606132030487,0.2324090152978897,0.19406142830848694,0.12669938802719116,0.16705277562141418,0.2036005407571793,0.1740083396434784,0.13426978886127472,0.1432797908782959,0.1538453847169876,0.15880873799324036,0.18019548058509827,0.17740444839000702,0.14292974770069122,0.15067465603351593,0.1800268292427063,0.1449492573738098,0.12609396874904633,0.1470646858215332,0.15057255327701569,0.20437514781951904,0.21648812294006348,0.1882222443819046,0.17164577543735504,0.1824616640806198,0.159889817237854
Entinostat,0.09721779823303224,0.09660053998231888,0.09776756167411804,0.09538722783327104,0.10420215874910356,0.10867713391780852,0.10005691647529602,0.10188402235507964,0.09830721467733383,0.09794235974550247,0.09618343412876128,0.09637216478586197,0.10061756521463394,0.1020657643675804,0.1034165620803833,0.0990513041615486,0.09824956953525543,0.10417415201663972,0.10335971415042876,0.09469495713710784,0.10484977066516876,0.1066855490207672,0.10101455450057983,0.10956026613712312,0.10373470187187196,0.0975266769528389,0.10422419011592864,0.10284742712974547,0.10045401006937027,0.0939011499285698,0.09423144906759262,0.0935753807425499,0.10004894435405733,0.09786669164896013,0.09942558407783507,0.0930020436644554,0.096291221678257,0.1029159501194954,0.093500018119812,0.08981873095035553,0.0982598140835762,0.09721344709396362,0.10346824675798416,0.10641783475875853,0.09947094321250917,0.09647876769304277,0.1085323616862297,0.0969954878091812
Enzalutamide,0.11095479875802994,0.09549853950738907,0.09802047908306122,0.08539365231990814,0.10346270352602004,0.11502177268266678,0.08588087558746338,0.10817453265190123,0.09442997723817824,0.09684748947620392,0.09522659331560136,0.0987129658460617,0.10628630220890044,0.083589568734169,0.1078132763504982,0.09402257204055786,0.0966808944940567,0.10148919373750688,0.09133012592792512,0.08416365832090378,0.1030927076935768,0.09709206968545914,0.10506850481033324,0.12452639639377595,0.1032230630517006,0.07788082957267761,0.08544527739286423,0.1130463108420372,0.1036168783903122,0.08374164998531343,0.10318560153245926,0.10182622075080873,0.08660094439983368,0.09677145630121232,0.08970239758491516,0.09328460693359376,0.09632130712270737,0.09315942972898483,0.09366929531097412,0.0888466164469719,0.08979152143001556,0.08485881984233856,0.11446256935596465,0.11747189611196518,0.1027482897043228,0.10526243597269057,0.10184947401285173,0.106585294008255
Enzastaurin,0.12890197336673734,0.12364964932203293,0.12770989537239075,0.12260372936725615,0.13017360866069794,0.13791349530220032,0.12714238464832306,0.13292737305164334,0.13075600564479828,0.13685539364814758,0.13642631471157074,0.1409732550382614,0.13033710420131686,0.1294783651828766,0.1325252205133438,0.127189040184021,0.12833130359649658,0.13370691239833832,0.13381147384643555,0.1314987987279892,0.12977531552314758,0.13506962358951569,0.13310647010803225,0.14013759791851044,0.13823983073234558,0.12339164316654205,0.1410934031009674,0.12823277711868286,0.1318937987089157,0.11841869354248047,0.1179986521601677,0.12136664241552353,0.12972769141197205,0.12902209162712094,0.13242490589618686,0.12792231142520905,0.11989450454711915,0.1312284767627716,0.12570101022720334,0.1179894208908081,0.12823854386806488,0.13015887141227722,0.12961912155151367,0.13909053802490234,0.1326403021812439,0.1267835944890976,0.1392052173614502,0.12114439904689787
Erlotinib hydrochloride,0.15820901095867154,0.16542664170265198,0.17190061509609222,0.16311201453208926,0.1844376176595688,0.18677383661270144,0.17521919310092926,0.18809060752391812,0.1789831519126892,0.18105773627758026,0.17882706224918365,0.18575184047222135,0.17998920381069186,0.1873645782470703,0.18140533566474915,0.1590893417596817,0.17942219972610474,0.17553262412548065,0.1800062209367752,0.1758754402399063,0.1747768223285675,0.17538318037986755,0.18992315232753754,0.21525295078754425,0.18787090480327606,0.17371883988380432,0.19473284482955933,0.1817755401134491,0.1659480631351471,0.15818727016448975,0.16518349945545194,0.1635245680809021,0.17500363290309906,0.17689427733421326,0.1877126395702362,0.17098002135753632,0.1641552746295929,0.184455007314682,0.17101575434207916,0.15544922649860382,0.17437133193016052,0.1790221631526947,0.17948706448078156,0.18893131613731384,0.17591926455497742,0.1704060137271881,0.17955656349658966,0.15908756852149966
Ezetimibe,0.11908932030200957,0.11949168890714645,0.12273474037647247,0.11483652889728545,0.12175186723470688,0.12479149550199507,0.11624713242053986,0.12482085078954695,0.11973875761032104,0.12646335363388062,0.1220746710896492,0.1263556331396103,0.12066200375556944,0.11725268512964247,0.12317879498004912,0.1220049262046814,0.11693009734153748,0.1234392747282982,0.11854001134634018,0.11871520429849625,0.12753398716449738,0.12748682498931885,0.12179215252399445,0.1313033401966095,0.12334409356117247,0.11921030282974245,0.1193099245429039,0.12394969910383224,0.12661492824554446,0.11042755842208862,0.1194881722331047,0.12120881676673888,0.12071814388036728,0.11969362199306488,0.11719977855682373,0.119516558945179,0.11712051928043365,0.11972911655902865,0.11948558688163755,0.11056572198867798,0.1229815110564232,0.11745774745941162,0.12387801706790925,0.13437433540821075,0.12131845206022265,0.12125111371278766,0.12770289182662964,0.1205613687634468
FLUVASTATIN SODIUM,0.08596812933683395,0.09452977031469344,0.09629051387310028,0.0931592732667923,0.09345363825559616,0.09050525724887848,0.09136305749416353,0.08939271420240402,0.09653955698013306,0.09535135328769684,0.09661439806222916,0.1007818728685379,0.09113685041666032,0.09596528112888336,0.0910223349928856,0.0919533595442772,0.09330060333013536,0.09440621733665466,0.09418675303459167,0.09819990396499634,0.08958970755338669,0.09639006108045578,0.09649161249399184,0.0940665677189827,0.09299854934215546,0.09222342073917388,0.0968237817287445,0.08923358470201492,0.09450738877058028,0.09407050907611847,0.08941049128770827,0.08812836557626724,0.094248466193676,0.09444305300712584,0.09252637624740599,0.09732726961374284,0.09463168680667876,0.09469764679670334,0.09283898770809174,0.0976760983467102,0.09553185850381853,0.09770196676254272,0.09125959873199464,0.09420859813690187,0.09233881533145903,0.09535262733697893,0.09279307723045348,0.08446019142866135
Fedratinib,0.15225622057914734,0.1513197124004364,0.15672573447227478,0.15076428651809692,0.15794658660888672,0.1595982015132904,0.1563526690006256,0.1562241166830063,0.15873193740844727,0.1559808850288391,0.1565818190574646,0.1627645343542099,0.15439873933792114,0.15294478833675385,0.1520037055015564,0.1503494828939438,0.15623997151851654,0.16386979818344116,0.15507155656814575,0.16156043112277985,0.15446650981903076,0.15995627641677854,0.15670812129974365,0.16097307205200195,0.1560543328523636,0.14715619385242462,0.15567001700401306,0.15705633163452148,0.15475031733512878,0.14814190566539764,0.15173836052417755,0.1526336669921875,0.15490952134132385,0.16003836691379547,0.15722183883190155,0.1643441617488861,0.15473774075508118,0.159963458776474,0.15348650515079498,0.15337133407592773,0.1540382355451584,0.1591213345527649,0.15940682590007782,0.1625007838010788,0.15568675100803375,0.15811456739902496,0.1540614366531372,0.15105120837688446
Flavopiridol hydrochloride,0.12465181201696394,0.12132368981838225,0.12602576613426208,0.11832742393016815,0.1257241517305374,0.13120411336421967,0.12190670520067215,0.1264323890209198,0.12746009230613708,0.12956438958644867,0.12860535085201266,0.13525156676769254,0.12378262728452682,0.1209164708852768,0.12469395250082015,0.12171395868062973,0.12288445234298705,0.13154296576976776,0.12617601454257965,0.12670589983463287,0.12387244403362276,0.1310627907514572,0.12810857594013214,0.12929823994636536,0.129354327917099,0.11623650044202805,0.13025422394275665,0.12284774333238603,0.12740659713745114,0.11331768333911894,0.11976222693920135,0.12267464399337767,0.12253974378108977,0.12624011933803558,0.1253824383020401,0.1282571256160736,0.12042119354009627,0.12688301503658295,0.12247887998819353,0.11781565099954605,0.12372887879610063,0.1256687194108963,0.12686508893966675,0.13383731245994568,0.1259710192680359,0.12576095759868622,0.1290733516216278,0.1231323778629303
